id prodotto;id colore;id taglia;EAN13
1040661;1082298;1003405;8055161256492
1040661;1082298;1003406;8055161256508
1040661;1082298;1003407;8055161256515
1040661;1082298;1003408;8055161256522
1040661;1082295;1003367;8055161295811
1040661;1082295;1003368;8055161295828
1040661;1082295;1003369;8055161295835
1040661;1082295;1003370;8055161295842
1040661;1082295;1003398;8055161295859
1040661;1082295;1003399;8055161295866
1040661;1082295;1003400;8055161295873
1040661;1082295;1003401;8055161295880
1040661;1082295;1003402;8055161295897
1040661;1082295;1003403;8055161295903
1040661;1082295;1003404;8055161295910
1040661;1082295;1003405;8055161295927
1040661;1082295;1003406;8055161295934
1040661;1082295;1003407;8055161295941
1040661;1082295;1003408;8055161295958
1040670;1082633;1003367;8055161250926
1040670;1082633;1003369;8055161250933
1040670;1082633;1003398;8055161250940
1040670;1082633;1003399;8055161416087
1040670;1082633;1003400;8055161250957
1040670;1082633;1003401;8055161416094
1040670;1082633;1003402;8055161250964
1040670;1082633;1003403;8055161416100
1040670;1082633;1003404;8055161250971
1040670;1082633;1003406;8055161250988
1040671;1082344;1003367;8055161299550
1040671;1082344;1003369;8055161299567
1040671;1082344;1003398;8055161299574
1040671;1082344;1003399;8055161416056
1040671;1082344;1003400;8055161299581
1040671;1082344;1003401;8055161416063
1040671;1082344;1003402;8055161299598
1040671;1082344;1003403;8055161416070
1040671;1082344;1003404;8055161299604
1040671;1082344;1003406;8055161299611
1040770;1082758;1003367;8055161297044
1040770;1082758;1003369;8055161297051
1040770;1082758;1003398;8055161297068
1040770;1082758;1003399;8055161421272
1040770;1082758;1003400;8055161297075
1040770;1082758;1003401;8055161421289
1040770;1082758;1003402;8055161297082
1040770;1082758;1003403;8055161421296
1040770;1082758;1003404;8055161297099
1040770;1082758;1003406;8055161297105
1040684;1083114;1003369;8055161450043
1040684;1083114;1003398;8055161450050
1040684;1083114;1003399;8055161450067
1040684;1083114;1003400;8055161450074
1040684;1083114;1003401;8055161450081
1040684;1083114;1003402;8055161450098
1040684;1083114;1003403;8055161450104
1040684;1083114;1003404;8055161450111
1040684;1083114;1003406;8055161450128
1040684;1082391;1003369;8055161306029
1040684;1082391;1003398;8055161306036
1040684;1082391;1003399;8055161449351
1040684;1082391;1003400;8055161306043
1040684;1082391;1003401;8055161449368
1040684;1082391;1003402;8055161306050
1040684;1082391;1003403;8055161449375
1040684;1082391;1003404;8055161306067
1040684;1082391;1003406;8055161306074
1040684;1082646;1003369;8055161269164
1040684;1082646;1003398;8055161269171
1040684;1082646;1003399;8055161419767
1040684;1082646;1003400;8055161269188
1040684;1082646;1003401;8055161419774
1040684;1082646;1003402;8055161269195
1040684;1082646;1003403;8055161419781
1040684;1082646;1003404;8055161269201
1040684;1082646;1003406;8055161269218
1040751;1082649;1003369;8055161252470
1040751;1082649;1003398;8055161252487
1040751;1082649;1003399;8055161424198
1040751;1082649;1003400;8055161252494
1040751;1082649;1003401;8055161424204
1040751;1082649;1003402;8055161252500
1040751;1082649;1003403;8055161424211
1040751;1082649;1003404;8055161252517
1040751;1082649;1003406;8055161252524
1040751;1082648;1003369;8055161277206
1040751;1082648;1003398;8055161277213
1040751;1082648;1003399;8055161419552
1040751;1082648;1003400;8055161277220
1040751;1082648;1003401;8055161419569
1040751;1082648;1003402;8055161277237
1040751;1082648;1003403;8055161419576
1040751;1082648;1003404;8055161277244
1040751;1082648;1003406;8055161277251
1040751;1083115;1003369;8055161450135
1040751;1083115;1003398;8055161450142
1040751;1083115;1003399;8055161450159
1040751;1083115;1003400;8055161450166
1040751;1083115;1003401;8055161450173
1040751;1083115;1003402;8055161450180
1040751;1083115;1003403;8055161450197
1040751;1083115;1003404;8055161450203
1040751;1083115;1003406;8055161450210
1040691;1082427;1003367;8055161298591
1040691;1082427;1003369;8055161298607
1040691;1082427;1003398;8055161298614
1040691;1082427;1003399;8055161298621
1040691;1082427;1003400;8055161298638
1040691;1082427;1003401;8055161298645
1040691;1082427;1003402;8055161298652
1040691;1082427;1003403;8055161298669
1040691;1082427;1003404;8055161298676
1040691;1082427;1003405;8055161298683
1040691;1082427;1003406;8055161298690
1040691;1082427;1003407;8055161298706
1040691;1082427;1003408;8055161298713
1040691;1082426;1003367;8055161265098
1040691;1082426;1003369;8055161265104
1040691;1082426;1003398;8055161265111
1040691;1082426;1003399;8055161265128
1040691;1082426;1003400;8055161265135
1040691;1082426;1003401;8055161265142
1040691;1082426;1003402;8055161265159
1040691;1082426;1003403;8055161265166
1040691;1082426;1003404;8055161265173
1040691;1082426;1003405;8055161265180
1040691;1082426;1003406;8055161265197
1040691;1082426;1003407;8055161265203
1040691;1082426;1003408;8055161265210
1040698;1082455;1003367;8055161262035
1040698;1082455;1003369;8055161262042
1040698;1082455;1003398;8055161262059
1040698;1082455;1003399;8055161262066
1040698;1082455;1003400;8055161262073
1040698;1082455;1003401;8055161262080
1040698;1082455;1003402;8055161262097
1040698;1082455;1003403;8055161262103
1040698;1082455;1003404;8055161262110
1040698;1082455;1003405;8055161262127
1040698;1082455;1003406;8055161262134
1040698;1082455;1003407;8055161262141
1040698;1082455;1003408;8055161262158
1040698;1082458;1003367;8055161301260
1040698;1082458;1003369;8055161301277
1040698;1082458;1003398;8055161301284
1040698;1082458;1003399;8055161301291
1040698;1082458;1003400;8055161301307
1040698;1082458;1003401;8055161301314
1040698;1082458;1003402;8055161301321
1040698;1082458;1003403;8055161301338
1040698;1082458;1003404;8055161301345
1040698;1082458;1003405;8055161301352
1040698;1082458;1003406;8055161301369
1040698;1082458;1003407;8055161301376
1040698;1082458;1003408;8055161301383
1040700;1082463;1003367;8055161287083
1040700;1082463;1003369;8055161287090
1040700;1082463;1003398;8055161287106
1040700;1082463;1003399;8055161419521
1040700;1082463;1003400;8055161287113
1040700;1082463;1003401;8055161419538
1040700;1082463;1003402;8055161287120
1040700;1082463;1003403;8055161419545
1040700;1082463;1003404;8055161287137
1040700;1082463;1003406;8055161287144
1040753;1082668;1003367;8055161278913
1040753;1082668;1003369;8055161278920
1040753;1082668;1003398;8055161278937
1040753;1082668;1003399;8055161441805
1040753;1082668;1003400;8055161278944
1040753;1082668;1003401;8055161441812
1040753;1082668;1003402;8055161278951
1040753;1082668;1003403;8055161441829
1040753;1082668;1003404;8055161278968
1040753;1082668;1003406;8055161278975
1040705;1082802;1003367;8055161416117
1040705;1082802;1003369;8055161416124
1040705;1082802;1003398;8055161416131
1040705;1082802;1003399;8055161449511
1040705;1082802;1003400;8055161416148
1040705;1082802;1003401;8055161449528
1040705;1082802;1003402;8055161416155
1040705;1082802;1003403;8055161449535
1040705;1082802;1003404;8055161416162
1040705;1082802;1003406;8055161416179
1040705;1082482;1003367;8055161255198
1040705;1082482;1003369;8055161255204
1040705;1082482;1003398;8055161255211
1040705;1082482;1003399;8055161419163
1040705;1082482;1003400;8055161255228
1040705;1082482;1003401;8055161419170
1040705;1082482;1003402;8055161255235
1040705;1082482;1003403;8055161419187
1040705;1082482;1003404;8055161255242
1040705;1082482;1003406;8055161255259
1040755;1082942;1003367;8055161417992
1040755;1082942;1003369;8055161418005
1040755;1082942;1003398;8055161418012
1040755;1082942;1003399;8055161444790
1040755;1082942;1003400;8055161418029
1040755;1082942;1003401;8055161444806
1040755;1082942;1003402;8055161418036
1040755;1082942;1003403;8055161444813
1040755;1082942;1003404;8055161418043
1040755;1082942;1003406;8055161418050
1040755;1082674;1003367;8055161290076
1040755;1082674;1003369;8055161290083
1040755;1082674;1003398;8055161290090
1040755;1082674;1003399;8055161419194
1040755;1082674;1003400;8055161290106
1040755;1082674;1003401;8055161419200
1040755;1082674;1003402;8055161290113
1040755;1082674;1003403;8055161419217
1040755;1082674;1003404;8055161290120
1040755;1082674;1003406;8055161290137
1040779;1082784;1003367;8055161402127
1040779;1082784;1003369;8055161402134
1040779;1082784;1003398;8055161402141
1040779;1082784;1003400;8055161402158
1040779;1082784;1003402;8055161402165
1040779;1082784;1003404;8055161402172
1040779;1082784;1003406;8055161402189
1040779;1082786;1003367;8055161365835
1040779;1082786;1003369;8055161365842
1040779;1082786;1003398;8055161365859
1040779;1082786;1003400;8055161365866
1040779;1082786;1003402;8055161365873
1040779;1082786;1003404;8055161365880
1040779;1082786;1003406;8055161365897
1040779;1082955;1003367;8055161415981
1040779;1082955;1003369;8055161415998
1040779;1082955;1003398;8055161416001
1040779;1082955;1003400;8055161416018
1040779;1082955;1003402;8055161416025
1040779;1082955;1003404;8055161416032
1040779;1082955;1003406;8055161416049
1040711;1082681;1003367;8055161303417
1040711;1082681;1003369;8055161303424
1040711;1082681;1003398;8055161303431
1040711;1082681;1003399;8055161418067
1040711;1082681;1003400;8055161303448
1040711;1082681;1003401;8055161418074
1040711;1082681;1003402;8055161303455
1040711;1082681;1003403;8055161418081
1040711;1082681;1003404;8055161303462
1040711;1082681;1003406;8055161303479
1040710;1082495;1003367;8055161265425
1040710;1082495;1003369;8055161265432
1040710;1082495;1003398;8055161265449
1040710;1082495;1003399;8055161438263
1040710;1082495;1003400;8055161265456
1040710;1082495;1003401;8055161438270
1040710;1082495;1003402;8055161265463
1040710;1082495;1003403;8055161438287
1040710;1082495;1003404;8055161265470
1040710;1082495;1003406;8055161265487
1040710;1082498;1003367;8055161302199
1040710;1082498;1003369;8055161302205
1040710;1082498;1003398;8055161302212
1040710;1082498;1003399;8055161418128
1040710;1082498;1003400;8055161302229
1040710;1082498;1003401;8055161418135
1040710;1082498;1003402;8055161302236
1040710;1082498;1003403;8055161418142
